fighter,opponent,method,round,time,time_format,referee,event_date,event_location,event_url,f_rd1_KD,f_rd1_Sig_str,f_rd1_Total_str,f_rd1_Sub_att,f_rd1_Rev,f_rd1_Ctrl,o_rd1_KD,o_rd1_Sig_str,o_rd1_Total_str,o_rd1_Sub_att,o_rd1_Rev,o_rd1_Ctrl,f_rd1_Head,f_rd1_Body,f_rd1_Leg,f_rd1_Distance,f_rd1_Clinch,f_rd1_Ground,o_rd1_Head,o_rd1_Body,o_rd1_Leg,o_rd1_Distance,o_rd1_Clinch,o_rd1_Ground
Song Yadong,Marlon Vera,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"May 16, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/dfb965c9824425db,0,17 of 40,22 of 45,0,0,0:39,0,21 of 32,29 of 40,0,0,0:38,7 of 28,6 of 8,4 of 4,9 of 31,8 of 9,0 of 0,1 of 6,9 of 12,11 of 14,15 of 23,6 of 9,0 of 0
Giga Chikadze,Irwin Rivera,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"May 16, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/dfb965c9824425db,0,17 of 39,17 of 39,0,0,0:00,0,11 of 33,11 of 33,0,0,0:00,4 of 22,5 of 6,8 of 11,17 of 38,0 of 1,0 of 0,8 of 27,2 of 5,1 of 1,11 of 33,0 of 0,0 of 0
Anthony Hernandez,Kevin Holland,KO/TKO,1,0:39,3 Rnd (5-5-5),Michael Cardoso,"May 16, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/dfb965c9824425db,0,0 of 3,0 of 3,0,0,0:00,1,14 of 18,14 of 18,0,0,0:04,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0,9 of 13,4 of 4,1 of 1,4 of 7,5 of 5,5 of 6
Claudia Gadelha,Angela Hill,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,"May 16, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/dfb965c9824425db,0,21 of 47,28 of 54,0,0,2:33,0,10 of 26,13 of 29,0,0,0:03,14 of 39,6 of 6,1 of 2,16 of 41,1 of 2,4 of 4,4 of 16,6 of 10,0 of 0,9 of 25,1 of 1,0 of 0
Eryk Anders,Krzysztof Jotko,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"May 16, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/dfb965c9824425db,0,10 of 35,26 of 51,0,0,1:17,0,22 of 36,36 of 50,0,0,0:35,7 of 31,3 of 3,0 of 1,5 of 21,5 of 14,0 of 0,13 of 25,5 of 6,4 of 5,15 of 27,7 of 9,0 of 0
Alistair Overeem,Walt Harris,KO/TKO,2,3:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,"May 16, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/dfb965c9824425db,0,27 of 33,48 of 55,0,0,2:56,1,24 of 42,24 of 42,0,0,0:47,21 of 27,5 of 5,1 of 1,3 of 4,1 of 1,23 of 28,18 of 36,6 of 6,0 of 0,5 of 13,1 of 3,18 of 26
Darren Elkins,Nate Landwehr,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"May 16, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/dfb965c9824425db,0,33 of 59,44 of 70,0,0,1:07,0,25 of 56,26 of 57,0,1,0:11,31 of 57,2 of 2,0 of 0,26 of 48,6 of 10,1 of 1,18 of 49,3 of 3,4 of 4,21 of 50,4 of 6,0 of 0
Elizeu Zaleski dos Santos,Aleksei Kunchenko,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,17 of 53,20 of 56,0,0,1:02,0,11 of 21,24 of 35,0,0,0:00,5 of 34,6 of 12,6 of 7,15 of 51,2 of 2,0 of 0,5 of 12,2 of 5,4 of 4,9 of 19,2 of 2,0 of 0
Amanda Ribas,Randa Markos,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,22 of 41,51 of 73,0,0,3:04,0,7 of 15,10 of 20,0,0,0:00,14 of 32,6 of 7,2 of 2,10 of 25,2 of 3,10 of 13,5 of 13,0 of 0,2 of 2,7 of 15,0 of 0,0 of 0
Dan Ige,Edson Barboza,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,"May 16, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/dfb965c9824425db,0,23 of 54,30 of 63,0,0,0:08,1,31 of 53,32 of 55,0,0,0:58,16 of 46,6 of 7,1 of 1,22 of 52,0 of 1,1 of 1,21 of 36,6 of 11,4 of 6,17 of 35,1 of 1,13 of 17
Renato Moicano,Damir Hadzovic,Submission,1,0:44,3 Rnd (5-5-5),Eduardo Herdy,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,1 of 2,4 of 5,1,0,0:25,0,1 of 5,1 of 5,0,0,0:00,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,0 of 4,0 of 0,1 of 1,1 of 5,0 of 0,0 of 0
Rani Yahya,Enrique Barzola,Decision - Majority,3,5:00,3 Rnd (5-5-5),Julio Catarino,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,17 of 29,20 of 32,0,1,1:47,0,10 of 21,33 of 49,0,0,1:04,8 of 19,3 of 4,6 of 6,15 of 27,0 of 0,2 of 2,6 of 16,4 of 5,0 of 0,5 of 16,1 of 1,4 of 4
Mayra Bueno Silva,Maryna Moroz,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,25 of 39,28 of 42,0,0,0:00,0,45 of 84,62 of 108,0,0,1:44,11 of 20,4 of 5,10 of 14,21 of 35,4 of 4,0 of 0,16 of 49,21 of 27,8 of 8,37 of 73,4 of 5,4 of 6
Jussier Formiga,Brandon Moreno,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,3 of 4,11 of 12,1,1,0:58,0,11 of 26,32 of 49,0,0,2:44,2 of 3,0 of 0,1 of 1,2 of 3,0 of 0,1 of 1,11 of 25,0 of 1,0 of 0,2 of 12,1 of 3,8 of 11
Johnny Walker,Nikita Krylov,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,19 of 22,44 of 47,0,0,0:26,0,16 of 22,45 of 51,0,0,3:52,16 of 19,1 of 1,2 of 2,8 of 10,8 of 9,3 of 3,13 of 18,2 of 2,1 of 2,7 of 12,2 of 3,7 of 7
Demian Maia,Gilbert Burns,KO/TKO,1,2:34,3 Rnd (5-5-5),Osiris Maia,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,4 of 7,4 of 7,0,0,1:23,1,13 of 16,14 of 17,0,0,0:04,4 of 7,0 of 0,0 of 0,4 of 7,0 of 0,0 of 0,10 of 13,1 of 1,2 of 2,5 of 7,0 of 0,8 of 9
Francisco Trinaldo,John Makdessi,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,12 of 30,12 of 30,0,0,0:00,0,25 of 35,25 of 35,0,0,0:00,5 of 22,6 of 7,1 of 1,12 of 30,0 of 0,0 of 0,5 of 9,7 of 10,13 of 16,25 of 35,0 of 0,0 of 0
Kevin Lee,Charles Oliveira,Submission,3,0:28,5 Rnd (5-5-5-5-5),Mike Beltran,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11,0,15 of 29,15 of 29,0,1,3:30,0,13 of 18,16 of 21,0,1,0:11,13 of 27,2 of 2,0 of 0,8 of 22,0 of 0,7 of 7,8 of 12,1 of 2,4 of 4,10 of 15,0 of 0,3 of 3
Ricky Simon,Ray Borg,Decision - Split,3,5:00,3 Rnd (5-5-5),,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,26 of 46,46 of 66,0,0,2:38,0,10 of 16,10 of 16,0,0,0:14,12 of 30,5 of 6,9 of 10,15 of 34,4 of 5,7 of 7,6 of 11,4 of 4,0 of 1,10 of 16,0 of 0,0 of 0
Gabriel Benitez,Omar Morales,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,15 of 53,15 of 53,0,0,0:00,0,12 of 55,12 of 55,0,0,0:00,6 of 39,5 of 7,4 of 7,15 of 53,0 of 0,0 of 0,7 of 49,1 of 1,4 of 5,12 of 55,0 of 0,0 of 0
Chase Sherman,Ike Villanueva,KO/TKO,2,0:49,3 Rnd (5-5-5),Michael Cardoso,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,39 of 69,39 of 69,0,0,0:00,0,14 of 48,14 of 48,0,0,0:00,17 of 42,13 of 15,9 of 12,39 of 69,0 of 0,0 of 0,11 of 44,3 of 4,0 of 0,14 of 48,0 of 0,0 of 0
Hunter Azure,Brian Kelleher,KO/TKO,2,3:40,3 Rnd (5-5-5),Jason Herzog,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,36 of 73,37 of 74,0,0,0:00,0,10 of 50,10 of 50,0,0,0:26,22 of 52,8 of 15,6 of 6,35 of 69,1 of 4,0 of 0,6 of 31,2 of 11,2 of 8,10 of 50,0 of 0,0 of 0
Andrei Arlovski,Philipe Lins,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,17 of 33,17 of 33,0,0,0:00,0,17 of 34,17 of 34,0,0,0:07,8 of 22,2 of 3,7 of 8,16 of 31,1 of 2,0 of 0,10 of 22,3 of 6,4 of 6,15 of 31,2 of 3,0 of 0
Sijara Eubanks,Sarah Moras,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Michael Cardoso,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,27 of 67,27 of 67,0,0,0:00,0,20 of 63,20 of 63,0,0,0:00,22 of 59,3 of 4,2 of 4,27 of 67,0 of 0,0 of 0,8 of 46,6 of 9,6 of 8,20 of 63,0 of 0,0 of 0
Michael Johnson,Thiago Moises,Submission,2,0:25,3 Rnd (5-5-5),Keith Peterson,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,26 of 59,26 of 59,0,0,0:03,0,1 of 16,1 of 16,0,0,0:00,7 of 23,13 of 29,6 of 7,26 of 59,0 of 0,0 of 0,0 of 13,0 of 2,1 of 1,1 of 16,0 of 0,0 of 0
Alexander Hernandez,Drew Dober,KO/TKO,2,4:25,3 Rnd (5-5-5),Herb Dean,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,16 of 54,17 of 55,0,0,0:31,0,24 of 58,26 of 60,0,0,0:03,9 of 40,7 of 14,0 of 0,12 of 49,4 of 5,0 of 0,18 of 48,1 of 4,5 of 6,24 of 57,0 of 1,0 of 0
Ben Rothwell,Ovince Saint Preux,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,7 of 14,18 of 26,0,0,1:35,0,9 of 19,9 of 19,0,0,0:00,3 of 10,4 of 4,0 of 0,5 of 12,0 of 0,2 of 2,2 of 7,6 of 8,1 of 4,9 of 19,0 of 0,0 of 0
Vicente Luque,Niko Price,TKO - Doctor's Stoppage,3,3:37,3 Rnd (5-5-5),Jason Herzog,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,51 of 77,51 of 77,0,0,0:00,0,38 of 102,44 of 108,0,0,0:44,28 of 49,4 of 8,19 of 20,51 of 75,0 of 2,0 of 0,23 of 83,4 of 6,11 of 13,34 of 94,3 of 7,1 of 1
Ryan Spann,Sam Alvey,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,9 of 27,9 of 27,1,0,2:01,0,17 of 25,57 of 67,0,0,0:00,7 of 25,2 of 2,0 of 0,8 of 24,1 of 3,0 of 0,10 of 18,2 of 2,5 of 5,13 of 20,4 of 5,0 of 0
Anthony Smith,Glover Teixeira,KO/TKO,5,1:04,5 Rnd (5-5-5-5-5),Jason Herzog,"May 13, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410,0,37 of 82,37 of 82,0,0,0:00,0,14 of 36,14 of 36,0,0,0:00,29 of 66,4 of 11,4 of 5,36 of 81,1 of 1,0 of 0,4 of 21,5 of 10,5 of 5,12 of 33,2 of 3,0 of 0
Anthony Pettis,Donald Cerrone,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,15 of 27,21 of 35,0,0,0:00,0,17 of 31,17 of 31,0,0,1:00,7 of 13,4 of 8,4 of 6,13 of 25,0 of 0,2 of 2,10 of 23,5 of 5,2 of 3,16 of 30,1 of 1,0 of 0
Bryce Mitchell,Charles Rosa,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,11 of 13,12 of 14,3,0,3:22,0,1 of 1,2 of 2,0,0,0:00,8 of 10,3 of 3,0 of 0,0 of 1,0 of 0,11 of 12,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1
Greg Hardy,Yorgan De Castro,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,25 of 55,25 of 55,0,0,0:00,0,15 of 41,15 of 41,0,0,0:00,13 of 40,4 of 5,8 of 10,25 of 55,0 of 0,0 of 0,6 of 30,1 of 3,8 of 8,15 of 41,0 of 0,0 of 0
Carla Esparza,Michelle Waterson-Gomez,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,5 of 18,7 of 20,0,0,0:35,0,9 of 28,9 of 28,0,0,0:00,3 of 14,1 of 2,1 of 2,4 of 17,0 of 0,1 of 1,4 of 18,2 of 3,3 of 7,9 of 28,0 of 0,0 of 0
Tony Ferguson,Justin Gaethje,KO/TKO,5,3:39,5 Rnd (5-5-5-5-5),Herb Dean,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,29 of 54,29 of 54,0,0,0:00,0,26 of 37,26 of 37,0,0,0:00,13 of 36,10 of 11,6 of 7,29 of 54,0 of 0,0 of 0,15 of 25,4 of 5,7 of 7,26 of 37,0 of 0,0 of 0
Aleksei Oleinik,Fabricio Werdum,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,54 of 94,71 of 112,0,0,1:31,0,25 of 37,28 of 40,0,0,0:07,47 of 86,5 of 5,2 of 3,39 of 76,15 of 18,0 of 0,14 of 24,7 of 9,4 of 4,17 of 26,8 of 11,0 of 0
Jeremy Stephens,Calvin Kattar,KO/TKO,2,2:49,3 Rnd (5-5-5),Jason Herzog,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,40 of 64,40 of 64,0,0,0:00,0,26 of 66,26 of 66,0,0,0:00,16 of 36,7 of 10,17 of 18,40 of 64,0 of 0,0 of 0,15 of 54,7 of 8,4 of 4,26 of 65,0 of 1,0 of 0
Francis Ngannou,Jairzinho Rozenstruik,KO/TKO,1,0:20,3 Rnd (5-5-5),Dan Miragliotta,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,1,6 of 13,6 of 13,0,0,0:02,0,5 of 5,5 of 5,0,0,0:00,5 of 11,1 of 2,0 of 0,3 of 9,0 of 0,3 of 4,3 of 3,0 of 0,2 of 2,5 of 5,0 of 0,0 of 0
Batgerel Danaa,Guido Cannetti,KO/TKO,1,3:01,3 Rnd (5-5-5),Chris Tognoni,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,1,17 of 33,17 of 33,0,0,0:03,0,11 of 23,11 of 23,0,0,0:00,16 of 29,0 of 2,1 of 2,12 of 27,0 of 1,5 of 5,0 of 7,3 of 6,8 of 10,9 of 21,2 of 2,0 of 0
Gerald Meerschaert,Deron Winn,Submission,3,2:13,3 Rnd (5-5-5),Keith Peterson,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,24 of 63,24 of 64,0,0,0:00,0,22 of 45,22 of 45,0,0,0:11,21 of 60,3 of 3,0 of 0,24 of 62,0 of 1,0 of 0,17 of 40,4 of 4,1 of 1,18 of 41,4 of 4,0 of 0
Rodolfo Vieira,Saparbeg Safarov,Submission,1,2:58,3 Rnd (5-5-5),Jason Herzog,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,5 of 10,10 of 15,1,0,1:54,0,5 of 10,7 of 12,0,0,0:00,5 of 10,0 of 0,0 of 0,0 of 3,0 of 0,5 of 7,2 of 7,1 of 1,2 of 2,5 of 10,0 of 0,0 of 0
Mark Madsen,Austin Hubbard,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,0 of 9,2 of 12,0,0,3:42,0,6 of 14,8 of 16,0,0,0:00,0 of 9,0 of 0,0 of 0,0 of 6,0 of 0,0 of 3,3 of 6,1 of 3,2 of 5,5 of 11,1 of 3,0 of 0
Giga Chikadze,Jamall Emmers,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,13 of 34,13 of 34,0,0,0:00,0,8 of 22,8 of 22,0,0,0:00,5 of 15,5 of 15,3 of 4,13 of 34,0 of 0,0 of 0,1 of 11,3 of 5,4 of 6,8 of 20,0 of 2,0 of 0
Neil Magny,Li Jingliang,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,12 of 32,21 of 41,0,0,1:01,0,8 of 23,8 of 24,0,0,1:19,7 of 26,4 of 5,1 of 1,8 of 27,3 of 4,1 of 1,5 of 15,1 of 2,2 of 6,6 of 19,2 of 4,0 of 0
Alex Oliveira,Max Griffin,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,9 of 24,14 of 29,0,0,0:12,0,7 of 16,23 of 35,0,0,2:37,6 of 21,3 of 3,0 of 0,9 of 21,0 of 3,0 of 0,6 of 13,1 of 3,0 of 0,7 of 16,0 of 0,0 of 0
Sean O'Malley,Jose Quinonez,KO/TKO,1,2:02,3 Rnd (5-5-5),Dan Miragliotta,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,18 of 22,18 of 22,0,0,0:02,0,0 of 11,0 of 11,0,0,0:00,9 of 11,6 of 7,3 of 4,13 of 17,0 of 0,5 of 5,0 of 7,0 of 1,0 of 3,0 of 11,0 of 0,0 of 0
Henry Cejudo,Dominick Cruz,KO/TKO,2,4:58,5 Rnd (5-5-5-5-5),Keith Peterson,"May 09, 2020","Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3,0,19 of 29,21 of 31,0,0,0:08,0,14 of 29,14 of 29,0,0,0:00,3 of 10,2 of 3,14 of 16,18 of 28,0 of 0,1 of 1,4 of 16,6 of 7,4 of 6,14 of 29,0 of 0,0 of 0
Beneil Dariush,Drakkar Klose,KO/TKO,2,1:00,3 Rnd (5-5-5),Jason Herzog,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,5 of 9,10 of 17,2,0,4:19,0,4 of 6,16 of 18,0,0,0:00,3 of 7,2 of 2,0 of 0,5 of 9,0 of 0,0 of 0,4 of 6,0 of 0,0 of 0,3 of 5,1 of 1,0 of 0
Kai Kara-France,Tyson Nam,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,0,19 of 78,19 of 78,0,0,0:00,0,13 of 53,15 of 55,0,0,0:16,11 of 63,4 of 7,4 of 8,17 of 75,2 of 3,0 of 0,10 of 47,2 of 5,1 of 1,12 of 50,1 of 3,0 of 0
Loma Lookboonmee,Angela Hill,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,0,22 of 45,25 of 49,0,0,0:00,0,19 of 46,23 of 51,0,0,0:53,9 of 21,4 of 11,9 of 13,20 of 41,2 of 4,0 of 0,16 of 38,3 of 8,0 of 0,12 of 31,4 of 10,3 of 5
Israel Adesanya,Yoel Romero,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,2 of 11,2 of 11,0,0,0:00,0,4 of 6,4 of 6,0,0,0:00,0 of 7,0 of 0,2 of 4,2 of 11,0 of 0,0 of 0,1 of 2,1 of 1,2 of 3,4 of 6,0 of 0,0 of 0
Kevin Aguilar,Zubaira Tukhugov,KO/TKO,1,3:21,3 Rnd (5-5-5),Marc Goddard,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,0,9 of 28,9 of 28,0,0,0:00,2,28 of 36,28 of 37,0,0,0:09,4 of 22,3 of 4,2 of 2,9 of 28,0 of 0,0 of 0,26 of 34,2 of 2,0 of 0,15 of 22,0 of 0,13 of 14
Ben Sosoli,Marcos Rogerio de Lima,KO/TKO,1,1:28,3 Rnd (5-5-5),Neil Swailes,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,0,5 of 17,5 of 17,0,0,0:00,1,19 of 34,19 of 34,0,0,0:02,4 of 16,1 of 1,0 of 0,5 of 17,0 of 0,0 of 0,15 of 30,2 of 2,2 of 2,18 of 33,0 of 0,1 of 1
Zhang Weili,Joanna Jedrzejczyk,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,"March 07, 2020","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,30 of 76,30 of 76,0,0,0:00,0,30 of 64,30 of 64,0,0,0:00,14 of 47,2 of 5,14 of 24,30 of 76,0 of 0,0 of 0,13 of 32,2 of 7,15 of 25,30 of 64,0 of 0,0 of 0
Callan Potter,Song Kenan,KO/TKO,1,2:20,3 Rnd (5-5-5),Neil Swailes,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,0,7 of 15,8 of 17,0,0,0:03,1,17 of 35,21 of 40,0,0,0:07,6 of 14,1 of 1,0 of 0,5 of 12,2 of 3,0 of 0,12 of 29,5 of 6,0 of 0,14 of 29,2 of 5,1 of 1
Priscila Cachoeira,Shana Dobson,KO/TKO,1,0:40,3 Rnd (5-5-5),Neil Swailes,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,1,8 of 18,8 of 18,0,0,0:02,0,5 of 11,5 of 11,0,0,0:00,8 of 18,0 of 0,0 of 0,8 of 17,0 of 0,0 of 1,4 of 9,1 of 2,0 of 0,5 of 11,0 of 0,0 of 0
Jake Matthews,Emil Meek,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,1,10 of 19,36 of 46,0,0,3:55,0,2 of 14,6 of 21,0,0,0:00,10 of 18,0 of 1,0 of 0,6 of 12,1 of 1,3 of 6,1 of 10,0 of 0,1 of 4,2 of 12,0 of 2,0 of 0
Paul Felder,Dan Hooker,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,0,16 of 42,17 of 43,0,0,0:03,0,24 of 46,25 of 47,0,0,0:23,5 of 25,6 of 9,5 of 8,15 of 41,1 of 1,0 of 0,7 of 25,2 of 2,15 of 19,24 of 46,0 of 0,0 of 0
Marcin Tybura,Serghei Spivac,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bill Bookwalter,"February 29, 2020","Norfolk, Virginia, USA",http://ufcstats.com/event-details/fc9a9559a05f2704,0,23 of 45,49 of 78,0,0,2:49,0,10 of 27,13 of 31,0,0,0:00,20 of 38,3 of 7,0 of 0,9 of 25,0 of 0,14 of 20,10 of 27,0 of 0,0 of 0,9 of 26,1 of 1,0 of 0
Karolina Kowalkiewicz,Yan Xiaonan,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Craig,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,0,19 of 40,24 of 46,0,0,0:13,0,36 of 69,41 of 75,0,0,1:52,10 of 27,2 of 4,7 of 9,17 of 36,2 of 4,0 of 0,23 of 53,6 of 9,7 of 7,28 of 58,2 of 3,6 of 8
Brendan Allen,Tom Breese,KO/TKO,1,4:47,3 Rnd (5-5-5),Bill Bookwalter,"February 29, 2020","Norfolk, Virginia, USA",http://ufcstats.com/event-details/fc9a9559a05f2704,0,20 of 29,38 of 52,0,0,4:14,0,4 of 5,5 of 6,0,0,0:12,17 of 26,3 of 3,0 of 0,2 of 3,2 of 3,16 of 23,0 of 0,4 of 5,0 of 0,0 of 1,4 of 4,0 of 0
Jimmy Crute,Michal Oleksiejczuk,Submission,1,3:29,3 Rnd (5-5-5),John Sharp,"February 22, 2020","Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0,0,2 of 8,13 of 23,1,0,3:03,0,3 of 6,7 of 10,0,0,0:00,2 of 7,0 of 1,0 of 0,2 of 6,0 of 2,0 of 0,3 of 6,0 of 0,0 of 0,3 of 6,0 of 0,0 of 0
